"Date","Time","Horse","Course","Fin Pos","SP","SP Num","BSP","IR Low","%DiffLOW","IR High","%DiffHIGH","Evening Price","Breakfast Price","Morning Price","BFPlaceSP","Race Type"
"09/05/2016","15:20","Silver Alliance","Brighton","5","7/1","7.00","8.87","7.60","-14.32","1000.00","11173.96","11.00","8.00","9.00","3.21","Turf"
"09/05/2016","15:50","Solveig's Song","Brighton","3","6/1","6.00","7.99","5.60","-29.91","1000.00","12415.64","3.75","5.50","8.00","2.56","Turf"
"09/05/2016","15:50","Ifan","Brighton","2","10/11","0.90","1.98","1.35","-31.82","250.00","12526.26","2.75","2.25","2.10","1.33","Turf"
"09/05/2016","16:40","Madame Butterfly","Musselburgh","2","1/5","0.20","1.32","1.08","-18.18","520.00","39293.94","1.17","1.20","1.20","1.07","Turf"
"09/05/2016","16:50","Ask The Guru","Brighton","3","9/1","9.00","12.35","3.65","-70.45","1000.00","7997.17","8.00","9.00","6.50","3.83","Turf"
"10/05/2016","13:50","Ebadani","Sedgefield","1","Evens","1.00","2.17","1.01","-53.46","3.45","58.99","1.91","2.05","1.83","1.26","Hurdle"
"10/05/2016","13:50","Boa Island","Sedgefield","2","6/4","1.50","2.54","1.40","-44.88","1000.00","39270.08","2.50","2.50","2.50","1.39","Hurdle"
"10/05/2016","14:20","Reverse The Charge","Sedgefield","3","50/1","50.00","187.29","25.00","-86.65","1000.00","433.93","21.00","51.00","81.00","12.00","Chase"
"10/05/2016","14:50","Mr Kit Cat","Sedgefield","1","1/2","0.50","1.58","1.01","-36.08","3.00","89.87","1.50","1.50","1.53","1.17","Hurdle"
"10/05/2016","15:10","Kilbree Kid","Wincanton","2","11/8","1.38","2.72","1.43","-47.43","1000.00","36664.71","2.88","2.88","2.50","1.47","Chase"
"10/05/2016","15:10","Minellahalfcentury","Wincanton","4","9/4","2.25","3.37","3.10","-8.01","1000.00","29573.59","4.50","5.00","3.50","1.75","Chase"
"10/05/2016","15:20","Edmund","Sedgefield","1","11/4","2.75","4.33","1.01","-76.67","5.00","15.47","4.50","3.75","4.00","2.21","Chase"
"10/05/2016","16:40","Present Man","Wincanton","2","4/6","0.67","1.69","1.21","-28.40","1000.00","59071.60","1.73","1.83","1.83","1.10","Chase"
"10/05/2016","17:10","Never Complain","Wincanton","2","3/1","3.00","4.10","1.75","-57.32","1000.00","24290.24","6.00","5.00","4.33","2.36","Chase"
"10/05/2016","17:25","Zig Zag Girl","Chepstow","4","4/1","4.00","4.78","1.61","-66.32","1000.00","20820.50","7.00","7.50","4.50","1.68","Turf"
"10/05/2016","17:25","Tap Tap Boom","Chepstow","2","4/1","4.00","5.68","1.41","-75.18","1000.00","17505.63","9.00","6.50","5.00","1.85","Turf"
"10/05/2016","17:45","Etched","Tipperary","4","6/4","1.50","2.69","1.90","-29.37","1000.00","37074.72","1.70","1.70","1.80","1.51","Turf"
"10/05/2016","18:05","Keltus","Southwell","2","6/5","1.20","2.20","1.43","-35.00","1000.00","45354.55","2.75","2.38","2.25","1.45","Chase"
"10/05/2016","18:35","Keep On Track","Southwell","3","20/1","20.00","30.21","9.60","-68.22","1000.00","3210.16","21.00","17.00","21.00","3.33","Chase"
"10/05/2016","18:55","Arcanista","Chepstow","5","8/1","8.00","9.61","4.00","-58.38","1000.00","10305.83","8.00","7.50","6.00","1.57","Turf"
"10/05/2016","18:55","Zauffaly","Chepstow","2","11/8","1.38","2.55","2.38","-6.67","1000.00","39115.69","2.88","3.25","2.38","1.12","Turf"
"10/05/2016","19:25","Double Czech","Chepstow","3","4/5","0.80","1.81","1.56","-13.81","1000.00","55148.62","7.00","6.50","3.50","1.10","Turf"
"11/05/2016","15:00","Discay","Worcester","PU","7/2","3.50","4.93","4.80","-2.64","1000.00","20183.98","5.50","8.00","5.00","1.49","Chase"
"11/05/2016","15:00","Modeligo","Worcester","1","15/8","1.88","2.98","1.01","-66.11","5.00","67.79","5.00","4.50","2.90","1.28","Chase"
"11/05/2016","17:10","Miss Crick","Worcester","1","9/4","2.25","3.28","1.01","-69.21","4.70","43.29","4.50","4.00","2.75","1.41","Hurdle"
"11/05/2016","17:10","Goldray","Worcester","4","4/1","4.00","5.80","5.50","-5.17","1000.00","17141.38","8.00","8.50","6.50","1.76","Hurdle"
"11/05/2016","18:30","The Graduate","Bath","2","7/4","1.75","3.05","2.64","-13.44","1000.00","32686.89","7.50","9.00","7.00","1.31","Turf"
"11/05/2016","19:00","Glastonberry","Bath","3","9/2","4.50","6.20","3.00","-51.61","1000.00","16029.03","6.50","4.33","4.50","1.81","Turf"
"11/05/2016","19:00","Ginzan","Bath","2","11/4","2.75","3.94","1.10","-72.08","360.00","9037.06","4.33","5.00","3.75","1.48","Turf"
"11/05/2016","19:40","Kellstorm","Naas","2","Evens","1.00","2.09","1.91","-8.61","1000.00","47746.89","2.88","2.88","2.88","1.42","Turf"
"11/05/2016","19:40","Ebediyin","Naas","1","7/2","3.50","5.26","1.01","-80.80","6.40","21.67","3.25","2.88","3.00","1.92","Turf"
"11/05/2016","19:50","Mister First","Perth","1","7/4","1.75","2.72","1.01","-62.87","7.80","186.76","5.00","5.00","2.75","1.46","Chase"
"11/05/2016","19:50","Solway Legend","Perth","3","9/2","4.50","5.52","2.70","-51.09","1000.00","18015.94","8.00","9.00","6.00","1.83","Chase"
"11/05/2016","20:30","Oratorio's Joy","Bath","3","7/2","3.50","4.95","4.60","-7.07","380.00","7576.77","8.50","8.50","7.00","1.53","Turf"
"12/05/2016","14:50","Warriors Tale","Perth","1","30/100","0.30","1.33","1.01","-24.06","1.35","1.50","1.91","1.53","1.45","1.05","Chase"
"12/05/2016","17:00","Mister First","Perth","1","4/6","0.67","1.71","1.01","-40.94","1.94","13.45","4.00","3.75","2.75","1.22","Chase"
"12/05/2016","17:00","Willie Hall","Perth","4","100/30","3.33","5.40","3.60","-33.33","1000.00","18418.52","5.00","5.50","5.00","1.92","Chase"
"12/05/2016","18:00","King Of Alcatraz","Fontwell","3","3/1","3.00","4.80","3.25","-32.29","1000.00","20733.33","5.50","8.00","7.50","2.17","Chase"
"12/05/2016","18:00","Polisky","Fontwell","2","Evens","1.00","1.98","1.90","-4.04","1000.00","50405.05","3.25","2.25","2.10","1.36","Chase"
"12/05/2016","19:30","Hurricane Ben","Tipperary","1","4/6","0.67","1.82","1.01","-44.51","2.08","14.29","1.91","1.95","1.73","1.20","Chase"
"13/05/2016","18:15","Fastnet Tempest","Hamilton","2","11/8","1.38","2.40","1.06","-55.83","1000.00","41566.67","2.25","2.05","2.25","1.23","Turf"
"13/05/2016","18:15","Warp Factor","Hamilton","3","15/8","1.88","3.45","3.00","-13.04","1000.00","28885.51","5.50","4.50","4.00","1.21","Turf"
"13/05/2016","18:30","Magic Music Man","Aintree","3","6/4","1.50","2.62","1.51","-42.37","1000.00","38067.94","5.00","4.00","4.00","1.57","Hurdle"
"13/05/2016","19:15","Be The Hero","Kilbeggan","1","5/1","5.00","6.80","1.01","-85.15","12.00","76.47","3.50","2.88","3.00","2.62","Hurdle"
"13/05/2016","21:00","Salvatore Fury","Hamilton","3","5/2","2.50","3.35","1.70","-49.25","1000.00","29750.75","5.50","5.00","4.00","2.04","Turf"
"13/05/2016","21:00","Final Venture","Hamilton","1","85/40","2.13","3.56","1.01","-71.63","4.30","20.79","4.33","5.00","4.00","1.97","Turf"
"14/05/2016","14:30","Monsieur Gibraltar","Bangor-On-Dee","2","1/3","0.33","1.38","1.20","-13.04","1000.00","72363.77","2.00","1.73","1.67","1.19","Chase"
"14/05/2016","14:30","Silk Hall","Bangor-On-Dee","3","12/1","12.00","16.35","14.00","-14.37","1000.00","6016.21","15.00","29.00","29.00","3.05","Chase"
"14/05/2016","15:05","Dexcite","Bangor-On-Dee","1","2/9","0.22","1.28","1.01","-21.09","1.35","5.47","1.20","1.22","1.20","1.07","Hurdle"
"14/05/2016","15:05","Brandenburg Gate","Bangor-On-Dee","4","9/2","4.50","6.89","6.00","-12.92","1000.00","14413.79","6.50","5.50","6.50","1.42","Hurdle"
"14/05/2016","16:45","Juste Pour Nous","Newmarket","2","3/1","3.00","4.15","3.30","-20.48","1000.00","23996.39","7.50","7.50","4.00","1.63","Turf"
"14/05/2016","16:45","Opposition","Newmarket","1","4/6","0.67","1.78","1.01","-43.26","1.95","9.55","2.88","2.88","2.00","1.15","Turf"
"15/05/2016","14:35","Missy Tata","Killarney","1","8/15","0.53","1.57","1.01","-35.67","1.82","15.92","2.25","1.73","1.73","1.24","Hurdle"
"15/05/2016","15:00","Zig Zag Girl","Ripon","1","7/4","1.75","2.79","1.01","-63.80","2.88","3.23","4.00","3.50","3.00","1.58","Turf"
"15/05/2016","15:00","Areyoutheway","Ripon","3","7/2","3.50","5.16","4.80","-6.98","1000.00","19279.84","4.00","4.00","4.50","2.50","Turf"
"15/05/2016","15:15","Get Involved","Market Rasen","3","100/30","3.33","4.54","3.40","-25.11","1000.00","21926.43","4.00","5.00","5.50","2.27","Chase"
"15/05/2016","15:15","Baku Bay","Market Rasen","1","3/1","3.00","4.27","1.01","-76.35","60.00","1305.15","4.50","4.00","3.75","2.61","Chase"
