"Date","Time","Horse","Course","Fin Pos","SP","SP Num","BSP","IR Low","%DiffLOW","IR High","%DiffHIGH","LTO Distance To Winner (Same Code)","Evening Price","Breakfast Price","Morning Price","BFPlaceSP","Race Type"
"22/07/2016","15:30","Light And Shade","Ascot","4","14/1","14.00","18.67","14.00","-25.01","1000.00","5256.19","0.00","12.00","13.00","17.00","4.15","Turf"
"22/07/2016","15:40","Glitter Girl","Thirsk","1","5/4","1.25","2.38","1.01","-57.56","2.54","6.72","3.15","3.50","2.38","2.10","1.26","Turf"
"22/07/2016","19:30","Oakley Girl","York","5","10/1","10.00","14.99","11.50","-23.28","900.00","5904.00","3.20","10.00","13.00","10.00","5.50","Turf"
"23/07/2016","14:45","Kilmah","Ascot","2","12/1","12.00","18.00","2.24","-87.56","1000.00","5455.56","0.80","9.00","11.00","13.00","2.90","Turf"
"23/07/2016","15:35","Mahsoob","York","5","9/2","4.50","6.32","5.70","-9.81","1000.00","15722.78","29.50","8.00","8.00","8.00","2.02","Turf"
"23/07/2016","16:35","Pleasure Dome","Chester","2","5/2","2.50","3.70","1.11","-70.00","700.00","18818.92","2.50","5.50","5.00","5.00","1.36","Turf"
"23/07/2016","18:50","Texas Katie","Salisbury","2","2/1","2.00","3.04","2.32","-23.68","1000.00","32794.74","1.75","3.25","4.33","4.33","1.32","Turf"
"24/07/2016","14:20","Savannah's Dream","Pontefract","3","10/11","0.90","1.96","1.25","-36.22","1000.00","50920.41","3.25","2.50","1.53","1.83","1.28","Turf"
"24/07/2016","16:00","Convey","Pontefract","1","5/6","0.83","1.97","1.01","-48.73","2.50","26.90","6.20","2.63","2.00","1.91","1.30","Turf"
"28/07/2016","15:45","Pamona","Goodwood","5","5/2","2.50","4.10","1.35","-67.07","1000.00","24290.24","0.00","3.25","3.25","3.50","2.34","Turf"
"29/07/2016","16:55","Mise En Rose","Goodwood","2","5/1","5.00","6.29","4.00","-36.41","650.00","10233.86","0.00","8.00","9.00","7.50","2.15","Turf"
"29/07/2016","18:10","Lucky Esteem","Musselburgh","2","4/5","0.80","1.78","1.76","-1.12","1000.00","56079.78","0.75","2.10","2.00","2.00","1.21","Turf"
"30/07/2016","14:15","Fireglow","Newmarket","1","11/4","2.75","4.08","1.01","-75.25","7.80","91.18","3.25","6.50","6.00","5.50","1.43","Turf"
"30/07/2016","15:10","Minding","Goodwood","1","1/5","0.20","1.24","1.01","-18.55","1.32","6.45","0.00","1.25","1.25","1.22","1.09","Turf"
"30/07/2016","15:25","Carol","Newmarket","5","4/1","4.00","5.70","3.25","-42.98","1000.00","17443.86","10.80","11.00","9.00","8.00","1.84","Turf"
"02/08/2016","20:20","Ecureuil","Chelmsford City","1","6/1","6.00","8.55","1.01","-88.19","6.80","-20.47","5.45","8.00","10.00","10.00","2.13","A/W"
"03/08/2016","14:40","Perfect Madge","Pontefract","1","13/8","1.63","2.84","1.05","-63.03","18.00","533.80","7.80","3.75","2.88","2.88","1.33","Turf"
"03/08/2016","17:50","Iconic Belle","Yarmouth","5","5/2","2.50","3.88","3.55","-8.51","1000.00","25673.20","1.25","3.25","3.00","3.00","2.00","Turf"
"04/08/2016","14:10","Millie's Kiss","Yarmouth","3","25/1","25.00","36.60","11.50","-68.58","500.00","1266.12","0.00","17.00","21.00","21.00","13.17","Turf"
"04/08/2016","18:10","Tadkhirah","Sandown","1","13/8","1.63","2.69","1.01","-62.45","11.50","327.51","5.25","3.75","3.25","3.25","1.62","Turf"
"05/08/2016","17:35","Elas Ruby","Newmarket","6","3/1","3.00","4.26","3.20","-24.88","1000.00","23374.18","1.80","5.00","4.33","4.33","1.72","Turf"
"06/08/2016","14:05","Wuheida","Newmarket","1","15/8","1.88","3.05","1.01","-66.89","6.00","96.72","0.00","3.50","3.00","3.00","1.78","Turf"
"06/08/2016","15:10","Red Box","Haydock","6","4/1","4.00","6.20","3.05","-50.81","1000.00","16029.03","0.00","6.50","5.50","5.50","2.36","Turf"
"06/08/2016","15:15","On Her Toes","Newmarket","3","5/1","5.00","8.23","6.60","-19.81","1000.00","12050.67","0.00","6.00","6.50","6.00","2.28","Turf"
"07/08/2016","14:20","Precious Plum","Chelmsford City","3","20/1","20.00","34.00","32.00","-5.88","1000.00","2841.18","11.45","34.00","34.00","34.00","5.30","A/W"
"07/08/2016","14:30","Berengaria","Leicester","1","10/11","0.90","1.94","1.01","-47.94","2.18","12.37","3.50","2.00","1.91","2.00","1.25","Turf"
"08/08/2016","14:00","Nepeta","Ayr","4","13/8","1.63","2.75","2.16","-21.45","1000.00","36263.64","8.15","2.88","3.00","3.00","1.52","Turf"
"08/08/2016","18:50","Sirajiah","Windsor","2","7/4","1.75","2.82","1.58","-43.97","900.00","31814.89","1.25","2.38","2.50","2.25","1.38","Turf"
"10/08/2016","15:50","Sharja Queen","Salisbury","5","6/4","1.50","2.52","2.26","-10.32","1000.00","39582.54","0.00","3.00","2.75","2.50","1.40","Turf"
"12/08/2016","15:55","Rajar","Newbury","5","7/2","3.50","5.20","4.30","-17.31","1000.00","19130.77","0.00","6.00","5.00","5.00","1.93","Turf"
"13/08/2016","13:55","Promising","Newbury","3","11/8","1.38","2.39","2.38","-0.42","1000.00","41741.00","0.30","2.25","2.00","2.38","1.29","Turf"
"13/08/2016","15:10","Soundstrings","Doncaster","2","5/2","2.50","4.03","1.11","-72.46","200.00","4862.78","0.50","2.63","2.38","2.10","1.45","Turf"
"14/08/2016","15:45","Mayfair Lady","Pontefract","6","8/1","8.00","10.09","9.80","-2.87","1000.00","9810.80","5.90","5.50","6.00","5.50","2.76","Turf"
"14/08/2016","16:50","Russian Finale","Pontefract","5","2/1","2.00","3.64","1.60","-56.04","1000.00","27372.53","5.25","3.25","2.63","2.63","1.55","Turf"
"15/08/2016","14:00","Bee Case","Chelmsford City","1","4/1","4.00","6.20","1.01","-83.71","6.80","9.68","1.75","3.25","3.25","4.33","1.75","A/W"
"15/08/2016","14:45","Peach Pavlova","Thirsk","4","4/1","4.00","6.00","4.00","-33.33","1000.00","16566.67","0.10","4.00","4.00","4.50","1.49","Turf"
"17/08/2016","18:40","Conistone","Kempton","10","14/1","14.00","19.00","10.00","-47.37","1000.00","5163.16","6.85","8.00","10.00","11.00","5.00","A/W"
"17/08/2016","19:10","Torquay","Kempton","3","4/5","0.80","1.90","1.59","-16.32","1000.00","52531.58","0.75","3.50","2.75","2.50","1.24","A/W"
"18/08/2016","14:30","Fair Eva","York","3","4/11","0.36","1.37","1.07","-21.90","1000.00","72892.70","0.00","1.50","1.40","1.44","1.07","Turf"
"18/08/2016","15:40","Endless Time","York","9","9/1","9.00","13.00","10.50","-19.23","1000.00","7592.31","0.00","7.00","7.00","9.00","4.60","Turf"
"18/08/2016","16:20","Abingdon","York","1","13/8","1.63","2.80","1.01","-63.93","3.10","10.71","2.00","3.25","3.25","3.00","1.38","Turf"
"19/08/2016","15:40","Mecca's Angel","York","1","9/2","4.50","6.44","1.01","-84.32","6.60","2.48","0.00","6.50","5.50","5.50","2.70","Turf"
"20/08/2016","14:30","Blond Me","Sandown","2","9/1","9.00","10.27","5.80","-43.52","990.00","9539.73","8.00","8.00","9.00","15.00","3.03","Turf"
"20/08/2016","19:50","Heartstone","Chelmsford City","2","9/4","2.25","3.85","3.00","-22.08","1000.00","25874.03","0.50","3.50","3.25","3.25","1.53","A/W"
"22/08/2016","17:35","Royal Cosmic","Thirsk","12","22/1","22.00","23.85","28.00","17.40","1000.00","4092.87","8.30","26.00","26.00","26.00","5.06","Turf"
"22/08/2016","19:20","Manama","Kempton","7","6/1","6.00","8.60","6.20","-27.91","1000.00","11527.91","21.25","7.50","6.50","7.00","2.23","A/W"
