"Date","Time","Horse","Course","Fin Pos","SP","SP Num","BSP","IR Low","%DiffLOW","IR High","%DiffHIGH","Evening Price","Breakfast Price","Morning Price","BFPlaceSP","Race Type"
"25/05/2016","21:00","Spirit Of The Law","Gowran Park","5","12/1","12.00","18.52","5.40","-70.84","750.00","3949.68","23.00","23.00","19.00","3.63","Turf"
"26/05/2016","14:10","Whatsthatallabout","Bangor-On-Dee","FE","9/2","4.50","6.40","3.80","-40.63","1000.00","15525.00","8.00","8.00","12.00","1.90","Hurdle"
"26/05/2016","15:20","Kindly","Chelmsford City","1","8/1","8.00","13.52","1.01","-92.53","14.50","7.25","7.50","6.00","6.00","2.43","A/W"
"26/05/2016","15:30","Najd","Haydock","8","8/1","8.00","9.99","4.00","-59.96","1000.00","9910.01","7.00","7.00","10.00","2.62","Turf"
"26/05/2016","15:40","Breaking Bits","Bangor-On-Dee","2","13/2","6.50","8.00","2.40","-70.00","1000.00","12400.00","9.00","9.00","9.00","2.39","Hurdle"
"26/05/2016","15:50","Lady Lunchalot","Chelmsford City","1","9/2","4.50","6.20","1.01","-83.71","6.80","9.68","4.00","4.00","5.00","2.67","A/W"
"26/05/2016","16:30","Shalamzar","Haydock","1","16/1","16.00","22.00","1.01","-95.41","170.00","672.73","17.00","17.00","17.00","5.20","Turf"
"26/05/2016","17:40","Lady Mega","Tipperary","4","5/2","2.50","4.20","2.80","-33.33","540.00","12757.14","4.50","4.00","4.00","1.65","Turf"
"26/05/2016","19:05","Burmese","Sandown","4","9/2","4.50","6.13","4.10","-33.12","1000.00","16213.21","5.00","4.33","4.33","1.90","Turf"
"26/05/2016","19:40","Time Test","Sandown","1","3/1","3.00","4.71","1.01","-78.56","8.20","74.10","3.50","3.50","3.50","2.09","Turf"
